Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
J. Taylor,Doncaster Rovers,Doncaster Rovers,LWF,31,200000,2024-06-30,1,72,0,0.64,0,0.49,26.25,38.1,England,England,right,180,77,no,3.75,6.25,40,8.75,28.57,0,0,0,1.25,2.14,0,0,0,0,0,7.5,0,0,0,0.79,0,0,1,1.25,100,0,0,5,50,5,50,0,0,2.5,6.25,60,10,50,5,1.25,0,12.5,0,1.25,22.5,66.67,5,75,5,100,7.5,66.67,17.5,71.43,0,0,17.95,0,0.61,2.5,0,0,0,0,0,0,0,2.5,50,0,0,0,2.5,7.5,83.33,0,,0,,0,0,0,0,,,1.25,,,1.25,0,0,2.5,0,0
D. Pereira,Sutton United,Sutton United,"RW, LW",24,200000,,9,241,0,0.33,0,0.2,27.63,37.84,England,"England, Portugal",left,180,70,yes,5.6,6.72,55.56,1.49,25,0,0,0,1.87,2.88,0.37,1,0.37,0,0,4.48,0,0,0,0.12,0,0,9,3.36,11.11,0,0,1.87,20,0.37,0,1.49,25,0,8.22,45.45,16.06,34.88,2.61,2.24,0.75,14.56,1.12,0.75,25.39,66.18,8.96,54.17,4.85,100,5.98,56.25,19.79,79.25,3.73,20,17.46,31.04,0.07,0.75,0,0,0,0,0.37,2.61,57.14,3.73,70,0,0,2.24,0.75,6.72,55.56,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
R. Tulloch,Bradford City,Bradford City,"LAMF, LW",22,200000,2024-06-30,8,368,1,1.16,1,0.34,25.68,32.38,England,England,right,178,0,yes,6.85,4.65,84.21,2.69,9.09,0.24,0.4,0,2.69,4.4,0.24,1,0.24,0,0,2.69,0.24,1,0.24,0.28,0,0,6,1.47,50,16.667,0.24,2.45,20,2.2,22.22,0.24,0,0,5.14,28.57,14.67,21.67,3.91,3.91,1.47,16.14,0.73,0.73,27.64,76.99,6.85,71.43,10.52,90.7,5.87,70.83,23.97,85.71,1.47,16.67,19.15,22.74,0.08,0.73,0,0,0.24,0,0.24,0.98,75,2.2,44.44,0.24,0,1.47,0.49,3.42,71.43,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
T. Knowles,Walsall,Walsall,"RW, RWB, RB",25,200000,2024-06-30,14,1084,0,1.73,2,2.15,27.23,49.39,England,England,right,183,70,no,11.13,8.3,60,4.98,43.33,1.33,1.6,0.17,4.82,5.8,1.91,5,0.42,1,0.08,5.81,0,0,0,0.14,0,0,22,1.83,36.36,0,0.17,4.4,39.62,0.17,0,4.23,41.18,0.33,6.48,48.72,9.88,45.38,1.41,2.49,1.33,13.62,2.08,1.99,20.84,55.38,7.39,44.94,3.32,87.5,7.31,55.68,13.28,66.88,3.4,31.71,22.34,37.27,0.18,1,0,0,0.42,60,0.66,3.24,33.33,3.82,45.65,0.83,30,0.33,1.58,5.81,71.43,0,,0,,0,0,0,0,,,0.33,,,1,0.5,33.33,0.91,0,0
A. Gnahoua,Grimsby Town,Grimsby Town,"RW, RAMF, AMF",31,200000,,16,993,0,0.78,0,2.17,25.92,38.81,France,"France, Côte d'Ivoire",left,185,80,no,6.16,5.71,61.9,5.89,27.69,0,0,0.09,2.63,3.92,0.82,0,0,0,0,3.9,0,0,0,0.07,0,0,15,1.36,33.33,0,0,1.99,31.82,0.27,33.33,1.63,27.78,0.09,4.8,58.49,10.88,37.5,2.9,1.81,0.27,14.41,1.09,1,23.2,74.61,6.71,66.22,5.08,89.29,5.08,78.57,20.39,80.44,1,36.36,15.1,18.98,0.2,1.54,0.18,0,0.36,0,0.18,2.72,80,1.45,50,0.45,0,0.63,0.54,2.81,58.06,0,,0,,0,0,0,0,,,0.09,,,1.09,0,0,1.99,0,0
A. Odoh,Harrogate Town,Harrogate Town,"LAMF, AMF, LW",23,175000,,16,1432,1,1.83,0,0.97,23.69,38.99,England,England,right,168,56,no,5.66,5.78,64.13,2.14,29.41,0,0,0.13,1.95,2.35,1.13,2,0.13,0,0,3.39,0.06,1,0.06,0.11,0,0,23,1.45,39.13,4.348,0,0.75,25,0.57,33.33,0.19,0,0.19,4.59,50.68,12,34.03,2.77,1.89,1.13,18.16,1.19,1.45,27.84,82.84,5.66,66.67,8.92,90.14,7.86,91.2,26.08,86.27,1.01,37.5,15.27,26.02,0.06,0.57,0.13,0,0.69,45.45,0.19,2.26,72.22,2.33,62.16,0.57,22.22,1.63,0.25,3.52,75,0,,0,,0,0,0,0,,,0,,,0,0,0,0.25,0,0
G. Thomson,Harrogate Town,Harrogate Town,"RW, RAMF",31,175000,2025-06-30,17,1459,5,2.74,2,1.39,16.16,37.4,England,England,right,175,69,no,5.92,3.21,61.54,6.05,40.82,0.12,0.15,0.12,3.82,4.53,0.37,0,0,0,0,1.67,0.31,3,0.19,0.17,0,0,31,1.91,29.03,16.129,0.12,1.97,37.5,0.74,41.67,1.23,35,0.19,0.86,42.86,4.93,22.5,0.8,0.43,0.19,28.81,1.67,0.56,43.55,81.02,12.09,63.78,9.07,99.32,14.25,80.52,36.33,88.12,5.24,48.24,19.74,34.79,0.09,0.86,0,0,0.31,0,0.19,5.98,59.79,2.59,47.62,0.68,9.09,0.43,0.74,7.09,80,0,,0,,0,0,0,0,,,0.25,,,1.91,0.31,20,2.34,2,100
H. Saunders,Tranmere Rovers,Tranmere Rovers,"RWF, RW, CF",26,175000,2024-06-30,16,966,0,1.6,2,0.37,25.71,36.59,England,England,right,180,69,no,4.57,4.1,63.64,9.41,28.71,0.19,0.25,0.09,1.77,2.38,1.4,2,0.19,1,0.09,2.89,0,0,0,0.15,0,0,11,1.02,45.45,0,0.19,2.14,21.74,0.93,10,1.21,30.77,0.28,3.35,55.56,7.55,37.04,2.05,1.4,0.47,9.13,2.7,1.4,14.81,61.01,3.26,51.43,3.54,86.84,4.66,46,12.11,67.69,0.65,71.43,14.94,13.63,0.03,0.28,0,0,0.19,50,0.28,1.86,65,1.68,33.33,0.19,50,0.37,0.28,1.96,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
A. Rowe,Crewe Alexandra,Crewe Alexandra,"LWF, LW, LAMF",23,175000,2024-06-30,12,465,0,0.25,3,0.98,24.58,32.28,England,"England, Jamaica",right,168,65,yes,7.74,7.35,39.47,2.71,35.71,0.97,1.42,0.39,3.87,5.66,2.13,3,0.58,0,0,3.87,0,0,0,0.05,0,0,8,1.55,12.5,0,0.58,2.71,42.86,1.94,40,0.39,100,0.58,5.81,43.33,11.42,32.2,3.1,2.52,0.19,14.32,1.55,0.97,26.71,74.64,6.39,66.67,7.94,87.8,6.77,77.14,22.65,81.2,1.35,28.57,17.14,16.89,0.19,1.74,0,0,0,0,0.77,2.32,66.67,3.29,58.82,0,0,1.16,1.35,5.61,68.97,0,,0,,0,0,0,0,,,0.19,,,0,0,0,0,0,0
C. Colkett,Crewe Alexandra,Crewe Alexandra,RWF,27,175000,2024-06-30,1,33,0,0,0,0,,,England,England,left,176,74,no,,,,,,,0,,,4.29,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.02,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0
